,vendor_id,b_entity_id
12537592,49910752,0CFSDC-E
12537843,292250228,0CFSDC-E
12538093,21617350,07XF87-E
12538321,46744627,06DYR9-E
12538481,144731858,07QSYF-E
12538718,20639782,066BQK-E
12538955,43143574,0F1CFY-E
12539202,52719591,07XXVD-E
12539392,49857404,09LND8-E
12539621,156272610,009BTK-E
12539859,156346072,003RXP-E
12540088,273113071,005WGT-E
12540348,156304859,0F4FG2-E
12540603,49873173,05PKMC-E
12540900,49774716,07W527-E
12541212,49765201,07ZL9L-E
12541343,142810075,09TYH5-E
12541586,49910733,09T7PF-E
12541848,156251069,09T7PF-E
12542149,142803157,0GV8H2-E
12542320,298469082,000NZ0-E
12542592,49890093,07XCZZ-E
12542862,156262515,0FLXGM-E
12543129,33799468,080QJY-E
12543382,49002119,08396K-E
12543624,156334611,0F1JTC-E
12543857,49902718,085Z0X-E
12544086,47949862,000NZ0-E
12544352,39542972,0022Q8-E
12544605,43668981,05PGJT-E
12544855,52176361,05PGJT-E
12545105,23014120,07VL4R-E
12545255,54975767,07VL4R-E
12545405,280490344,07V9GC-E
12545656,20601479,07W527-E
12545904,49877234,07W527-E
12546206,50155214,07VK9X-E
12546439,287883129,0DC30D-E
12546652,156264509,07VNWM-E
12546802,49774362,085X6C-E
12546968,156222463,07TTK8-E
12546971,293986599,085X6C-E
12547137,138853358,07TGV4-E
12547367,142835660,0HLJM7-E
12547630,156361002,093NC6-E
12547856,34589149,0FB5Z8-E
12548072,156322251,000P98-E
12548344,134637184,0C7M3H-E
12548459,178330383,0836B0-E
12548691,142907162,05WM43-E
12548710,34550866,0GPW43-E
12548881,32208739,07VN25-E
12549113,260623903,05PJGS-E
12549393,34794834,0F5B1M-E
12549619,52152372,0F5B1M-E
12549845,29457476,05LD0C-E
12550108,49874525,09LKG5-E
12550387,156212107,00259P-E
12550671,54607782,05PGL2-E
12550905,26064734,05PGL2-E
12551137,62287073,07VKDH-E
12551364,36506916,05TD89-E
12551414,46121842,07VNQ6-E
12551465,52144345,07T7GF-E
12551722,54356071,0C8VL9-E
12551974,33879112,0DDKMB-E
12552212,33674542,00259P-E
12552471,156192456,085W66-E
12552782,156255819,0GKWPW-E
12553015,142894959,0F4HVN-E
12553226,36406302,0D8J94-E
12553507,49900686,07M429-E
12553562,299024008,07M429-E
12553617,33019703,0HGTC0-E
12553746,49682038,0012VY-E
12553983,146435646,09T78F-E
12553984,142809509,09T6YN-E
12553985,178551682,07RNL4-E
12554225,156342500,07V5SQ-E
12554474,145241092,0DB56D-E
12554737,281157839,0DLM46-E
12554973,156213510,083S1L-E
12555204,63208527,05PKCP-E
12555504,52125309,0BHJLB-E
12555505,153319473,0BHJLB-E
12555506,19654227,088JDW-E
12555762,52143026,0F7XFB-E
12555988,43423739,0F7XFB-E
12556214,49684025,0HPRKP-E
12556513,60668814,05ZLJ8-E
12556769,49764146,05PHVD-E
12556833,49873877,07W9XZ-E
12556946,156183283,07W9XZ-E
12557069,138250509,0D9V7S-E
12557170,139220833,08VR58-E
12557411,139225561,0F4Z55-E
12557708,49804845,0CV1KL-E
12557771,63225101,083GRY-E
12557993,55473185,07QC4W-E
12558212,156191761,094JVD-E
12558493,156226297,094JVD-E
12558658,49803686,002PXN-E
12558923,142879219,09T866-E
12559047,156327168,07XC93-E
12559048,32618237,07XC93-E
12559316,63223722,0CFG9M-E
12559537,156377344,09M8LN-E
12559755,138018783,0F3KKM-E
12559985,21627061,0CV4BB-E
12560123,61004920,07W5Z8-E
12560407,22634505,07VVH3-E
12560695,178668491,0BF6BJ-E
12560808,32323721,086FBY-E
12561066,58580759,0H9DHP-E
12561199,156180751,00DW9M-E
12561425,156271065,07QCMJ-E
12561687,145896366,0HCRTW-E
12561876,35491481,0831QG-E
12562132,54316752,000P03-E
12562387,58975964,0BP3JT-E
12562656,33016734,07VSX5-E
12562917,57881711,00DF2Q-E
12563152,34397102,099K3V-E
12563377,63203375,07VKWT-E
12563475,142805622,09VM0G-E
12563710,278393171,0CN4NY-E
12564006,156206176,000P03-E
12564258,63204107,07XDGH-E
12564295,137594799,0082F9-E
12564575,156292786,080CY6-E
12564700,57286660,05VD2W-E
12564936,156192876,07XC8C-E
12565192,63226499,002RNL-E
12565427,156243901,05K3C5-E
12565647,49777697,0F5LTL-E
12565890,146447591,0C8JKS-E
12566108,156244018,07R8TK-E
12566250,46897657,0DHN6S-E
12566423,156201594,0GSMKK-E
12566682,146874060,0BN5W3-E
12566683,62655321,05PDL7-E
12566940,51806067,08419C-E
12567190,49862963,0837XH-E
12567406,277855808,0837XH-E
12567622,52527793,0BMT87-E
12567883,143006746,0H1XNY-E
12567892,146803237,0H1XNY-E
12567895,139303529,04D33Q-E
12568135,146442426,09T8QS-E
12568136,179110379,085W0F-E
12568369,174276537,0DJ3M9-E
12568597,146800993,05PKJX-E
12568896,156252448,062P0K-E
12569118,35467108,07TZ9W-E
12569377,49851628,085XKM-E
12569587,156180290,080RXB-E
12569592,49864729,07ZHMC-E
12569710,47219026,07WCK3-E
12569995,33112877,05LD0C-E
12570267,52156864,05LD0C-E
12570516,52173794,0F4FL7-E
12570768,39890112,0F4FL7-E
12571020,52144000,088JF2-E
12571180,39128042,088JF2-E
12571340,156338802,093DRZ-E
12571634,280391134,07R78T-E
12571858,57860665,0F3JLX-E
12572133,326117678,0F6TZB-E
12572416,19892735,0D1G10-E
12572641,277245081,0HPX8M-E
12572884,53955401,07VSGP-E
12572885,52137803,07PW2Z-E
12573022,33285447,07PW2Z-E
12573159,156294748,07PW2Z-E
12573401,142984589,07VLNG-E
12573689,139288070,04D33Q-E
12573929,52159417,07XDH7-E
12574181,35632706,07XDH7-E
12574433,47716216,07SGX0-E
12574618,134830267,0F4Q4H-E
12574861,33176048,0BGLJJ-E
12575125,270393157,06MK7X-E
12575422,57923819,07HS7V-E
12575425,40877310,06JKYY-E
12575426,156297954,0032D8-E
12575702,37324122,09WRMK-E
12575965,282198535,0HPTNW-E
12576179,49863260,077N2F-E
12576422,175149326,0806L1-E
12576657,156276468,097BJX-E
12576914,156196501,05PJ0R-E
12577182,49864144,0BGKVF-E
12577438,156308551,093DRZ-E
12577685,156285156,064QN0-E
12577813,33418895,0749CP-E
12577862,63204429,07RM4J-E
12578122,54222027,0749CP-E
12578234,30594498,0749CP-E
12578498,57274804,08GCSK-E
12578499,57274804,08GCSK-E
12578804,146432191,0BFPZD-E
12579027,136247537,0CN4NY-E
12579268,57288146,0B2N34-E
12579488,142848542,09T8V8-E
12579489,142925588,09V11N-E
12579637,52134385,0F6VKY-E
12579869,34280379,0F6VKY-E
12580101,49874881,07VTJQ-E
12580337,49765745,0832KV-E
12580551,153476223,00283Y-E
12580819,49854142,060NDY-E
12581106,21663130,00283Y-E
12581375,153123322,005475-E
12581379,154109390,09661M-E
12581622,30108704,05LH8S-E
12581895,52138744,05PH1N-E
12582128,179348796,08311T-E
12582332,49776801,09S836-E
12582608,142804270,09V193-E
12582609,23241971,0H83PF-E
12582882,56191009,0F647F-E
12583126,57802140,05PKZH-E
12583350,46781714,07ZDJH-E
12583601,23740577,0D9Z61-E
12583753,55245077,0C1RJ8-E
12584039,21701032,0F23R3-E
12584326,142858483,05LHHH-E
12584329,156183880,0BC2JW-E
12584380,32192099,05LJHY-E
12584594,52145958,05LJHY-E
12584808,142823017,06WR20-E
12584809,142823017,06WR20-E
12585080,156280926,086B0M-E
12585300,156296593,0DHWRM-E
12585430,49867598,006QKH-E
12585432,30256867,006QKH-E
12585434,52460991,05L349-E
12585568,279216618,0DPK3K-E
12585794,62646350,06NLFQ-E
12586010,142809698,09T90N-E
12586030,156184050,006CRL-E
12586302,156269458,06KW4L-E
12586597,146718229,0CP84J-E
12586636,49807139,07T7KW-E
12586686,21625616,083Z11-E
12586938,62613600,07N1C8-E
12587195,156330680,0839DP-E
12587457,142801413,000P03-E
12587710,178450234,07W527-E
12588018,142900737,089JV9-E
12588207,308132441,0C6617-E
12588234,46779217,0B202B-E
12588477,49869254,0BM8G7-E
12588593,30060291,0BM8G7-E
12588723,33615378,07PVHM-E
12589032,49874306,06FLYS-E
12589163,156226719,07VKXQ-E
12589380,142791323,088HSK-E
12589596,142812184,09T85W-E
12589861,142918428,00CGXM-E
12590121,142800512,007RQL-E
12590176,142802897,09C88Q-E
12590449,142803824,0D2CDW-E
12590601,286363863,00404W-E
12590844,29676769,005687-E
12591070,286225618,00404W-E
12591350,49848768,089JXK-E
12591650,35607064,0F4HXQ-E
12591921,53423920,0FNQ67-E
12592187,142944552,09VM00-E
12592335,156333024,004G09-E
12592561,156298124,0F37SD-E
12592817,156227832,003SG3-E
12593085,156331262,0F5B5J-E
12593319,54807220,07QTDN-E
12593571,149590476,07QTDN-E
12593827,145261336,06G5G8-E
12594074,156281340,0BGZ2F-E
12594386,156222046,09LKZQ-E
12594637,311244375,04CZ1B-E
12594880,156230575,0F6VKG-E
12595132,49875662,0BK4QB-E
12595368,155997646,0FCQ6R-E
12595645,49910619,06G5G8-E
12595952,63235243,05PK8P-E
12596078,49867847,0093N4-E
12596323,156269322,0CD36Z-E
12596545,48773387,07XN8N-E
12596597,19883512,07R6WW-E
12596836,49589435,07TJ5V-E
12597091,89765799,0C337Z-E
12597312,29631487,0B5SN8-E
12597532,138946781,0GTLXP-E
12597653,142710700,002J7B-E
12597900,49694064,0BDGF8-E
12598155,51186975,05PGL9-E
12598447,21626175,000NZB-E
12598769,53913971,062GX7-E
12599008,63213465,099XYN-E
12599245,49864590,07XDPT-E
12599477,156277324,07XFJQ-E
12599478,178501507,07XD2C-E
12599739,319735790,07XDPT-E
12599998,33332576,07XFTL-E
12600250,49856493,0B77VW-E
12600519,145754150,00G952-E
12600752,142877373,0DQ4HG-E
12600760,36869692,0DQ4HG-E
12601079,49854407,07QTS4-E
12601316,153220838,06HTQJ-E
12601529,49777666,0F2ZS5-E
12601788,23164269,08695J-E
12602027,139549119,08695J-E
12602200,52150294,05L349-E
12602201,55317031,003FG9-E
12602450,49760311,0DFM59-E
12602678,40335442,05PJKT-E
12602912,142932393,09T8P7-E
12602913,46124330,0G1K05-E
12603134,18915292,0DS5TK-E
12603372,57278596,0G1K05-E
12603603,31849892,07XP25-E
12603863,49890120,0GM3FM-E
12604094,282197929,0GM3FM-E
12604373,57175987,0GQCGY-E
12604512,30153624,06BF1B-E
12604708,179390812,09Z33J-E
12604925,156349832,05L335-E
12605150,172970903,0H4GGN-E
12605321,51954005,00B7KF-E
12605603,151809970,0HCFLW-E
12605857,58690581,05L329-E
12605858,202385819,080FVG-E
12605990,156353001,07XLQR-E
12606271,57287774,06FVLJ-E
12606277,156306575,0F4QB3-E
12606495,156328496,05YM2K-E
12606698,47477894,05LHRR-E
12606953,49849732,08380R-E
12607197,34244220,08380R-E
12607445,49522043,0F67PP-E
12607679,49771474,085W66-E
12607711,156335096,0837HL-E
12607964,137717755,0644FH-E
12608193,137805034,0GWFLK-E
12608433,137979965,09HN02-E
12608677,156261175,07PVGN-E
12608716,61082660,0GWFLK-E
12608960,34570174,0F63GF-E
12609236,52152260,0F63GF-E
12609500,49901871,0GTTX7-E
12609763,156228381,05LHXZ-E
12610018,290342875,0CYSC7-E
12610235,313055973,07XK9Z-E
12610465,156190983,001L9N-E
12610708,156200487,07R8VH-E
12610758,156303284,083QC8-E
12611007,52155688,0BG7BN-E
12611235,156322329,09T8HH-E
12611466,49216682,07Q0T1-E
12611775,136793889,07XNZQ-E
12612043,142802487,0B7KQB-E
12612048,156235728,006Y41-E
12612284,142819923,007RQL-E
12612363,146676445,07QSQV-E
12612568,142978896,0F8N4P-E
12612789,142857597,05PJ2X-E
12613006,156354358,05GGNP-E
12613235,178340719,07P9G9-E
12613453,142862048,09V2MN-E
12613455,156257325,089Q2X-E
12613583,33930909,0F8Y6G-E
12613814,52174327,0F8Y6G-E
12614051,56780265,07RH56-E
12614305,142810827,0B2CLZ-E
12614550,60191349,05LH8S-E
12614784,32376480,05PDQG-E
12615051,32380558,07QBG3-E
12615191,156260348,0CL6CP-E
12615490,57930816,093DRZ-E
12615758,49872013,0DB56Q-E
12615899,156358748,0DB56Q-E
12616175,146661139,06V7R0-E
12616176,49860440,08833M-E
12616442,156360775,06VV35-E
12616576,52127870,06VV35-E
12616709,204465531,0C2BYD-E
12616840,145501972,07TJ5V-E
12617059,49854464,007RTJ-E
12617300,145244134,07W9DP-E
12617540,52756258,0F4HYT-E
12617756,33427030,07TJ5V-E
12617975,134284202,05TCZN-E
12618250,55415760,07T6T9-E
12618379,26238042,07T6T9-E
12618575,156313882,07TKP9-E
12618879,47207566,0C3DJ9-E
12619064,279146905,0H6V7R-E
12619286,156281253,07QTDN-E
12619535,141510054,0C3DJ6-E
12619807,47221813,07XG4J-E
12620071,32864667,0F4FP6-E
12620306,52157237,0F4FP6-E
12620541,56353561,0F449Z-E
12620775,57285026,06PMKF-E
12621063,147041668,09V1WB-E
12621064,33752047,07PBQK-E
12621282,142904681,07W9DP-E
12621487,146655712,0B2CLZ-E
12621488,33239790,07VM0G-E
12621769,49865992,07VM0G-E
12621881,156353506,05W19R-E
12622118,187349369,06ZY3H-E
12622367,49857345,0G3PT7-E
12622368,49857345,0G3PT7-E
12622596,275649397,0G3PT7-E
12622597,275649397,0G3PT7-E
12622825,156248642,05PHB5-E
12623131,47208926,085HFV-E
12623393,178320931,07VL12-E
12623615,156372610,00GDQD-E
12623878,46100765,05PGYN-E
12624116,49852845,09LB22-E
12624152,48778151,0863HR-E
12624216,142838803,09V0SN-E
12624217,49850547,05PJMF-E
12624459,276788071,05PJMF-E
12624750,156255950,07XJVV-E
12624755,178899999,000NYC-E
12624834,58832043,006FK4-E
12625064,142817834,003XPY-E
12625319,49874668,07QCJ2-E
12625490,179259225,07RK9C-E
12625799,55397741,06N0LH-E
12626074,296322944,0GSTWP-E
12626323,156303770,07ZL1T-E
12626600,21625370,083Z11-E
12626619,295931629,083Y6P-E
12626620,49853577,07QS4L-E
12626739,49716777,09H2Z8-E
12626960,156242796,0C33RK-E
12627117,277300905,07QS4L-E
12627236,35596801,07SN33-E
12627369,57279629,07PBQG-E
12627637,142896766,085B5C-E
12627854,36685783,07VTJQ-E
12628083,156285495,094ZR2-E
12628205,52454753,0GKDGT-E
12628445,20375426,0GKDGT-E
12628748,139246204,0C1MZB-E
12629032,156052339,05Z1F1-E
12629290,21629699,0D9JML-E
12629405,46825629,07V1YK-E
12629644,156247477,085GLX-E
12629907,52140993,07ML02-E
12630159,156281714,07XCS7-E
12630282,153824913,000P49-E
12630518,53300684,09V25W-E
12630735,52155669,000P49-E
12631026,40674043,098HHM-E
12631269,49861346,0783F2-E
12631504,57104457,07XHNG-E
12631758,281655544,0783F2-E
12632041,142965424,09XBXD-E
12632047,156275776,0DGC41-E
12632267,135792405,07VTJQ-E
12632497,33292741,07DTRY-E
12632760,142914864,09T5F8-E
12632993,146458557,09WFBF-E
12633234,136368316,09L84R-E
12633323,287859671,0832SQ-E
12633567,326451253,0DR9XJ-E
12633609,63204194,0DHF9D-E
12633793,49847554,0CPNYB-E
12634039,33468465,05XCDV-E
12634281,52171740,05V3M6-E
12634524,34899639,05V3M6-E
12634767,302611829,00D410-E
12635067,178668494,07RKT3-E
12635307,156339485,05PKSF-E
12635562,139301196,0F4Z55-E
12635896,139212947,0H8XNZ-E
12636151,49863117,0F7LZ3-E
12636369,276794857,0F7LZ3-E
12636587,37688196,05PLNJ-E
12636826,142819828,0BHVGN-E
12636851,49565276,080NLC-E
12637068,49849184,07J3DV-E
12637069,142817098,09VM00-E
12637217,55403430,0F6VFM-E
12637452,307106559,0834JR-E
12637749,137170642,0886X1-E
12637978,49001311,000P03-E
12638210,156371886,07VQQR-E
12638443,49812258,0886YN-E
12638700,49890117,05LHL7-E
12638946,62829428,07VQXS-E
12639267,156342991,005QC3-E
12639549,156329830,05LHL7-E
12639795,40964700,0F4Q1P-E
12640023,52145895,0F4Q1P-E
12640288,156297421,07Q9XM-E
12640509,156342575,093DRZ-E
12640761,49765610,07XJKZ-E
12640874,156225196,07XJKZ-E
12640908,49776499,05W57G-E
12641138,49848290,07V7BV-E
12641424,156341391,0689HS-E
12641659,58993525,00CX6F-E
12641896,156302651,05TD18-E
12642125,52177823,05TD18-E
12642354,29182994,0B85TC-E
12642358,49910606,0CBRBK-E
12642545,156215986,07V0BP-E
12642761,156285385,003RKP-E
12643013,30492781,0C3913-E
12643038,156337507,001PXN-E
12643315,156269958,0F44CS-E
12643548,156194243,009H38-E
12643814,35657402,0D9JML-E
12644053,146459279,05K50B-E
12644201,49895793,07V1TN-E
12644333,156186925,06PD98-E
12644551,47209247,07XND9-E
12644819,63217023,07XNFG-E
12645036,33195060,07TJ5V-E
12645262,52162517,07TJ5V-E
12645539,35808027,083RWW-E
12645540,156254351,0F5LT0-E
12645787,49717656,07VVSW-E
12646044,58168167,0GKFFS-E
12646271,53977090,00DK40-E
12646552,38135393,06J7Q3-E
12646814,62858738,0BQ8NF-E
12647035,156325993,0017Q7-E
12647339,63206600,003LDZ-E
12647561,156315098,09V22N-E
12647820,51514005,064WDN-E
12647872,142839456,064WDN-E
12648015,62663099,07ZFW3-E
12648129,308142493,0G65RR-E
12648352,35826749,07V07X-E
12648533,22957121,07XND3-E
12648792,139840034,085PHB-E
12649068,142929358,0F5023-E
12649313,49868144,0D55L3-E
12649626,156305827,093HBS-E
12649898,50477340,083ZG3-E
12650122,29865363,0GPT1Z-E
12650253,55810637,0DHKGF-E
12650473,90999814,07GS73-E
12650708,49864297,0G5S2Q-E
12650948,55287461,05NJP5-E
12651213,49890060,07RFZW-E
12651469,142889584,0BTPJB-E
12651470,49850309,07VQL3-E
12651602,49624312,07VQL3-E
12651734,47036298,06N56C-E
12651971,32874585,0738JF-E
12652236,139246614,08DLVR-E
12652472,49278153,0FDFHT-E
12652751,137024947,0F0V05-E
12653054,52995398,0DH587-E
12653306,142814969,094SRK-E
12653559,142870300,09T5R6-E
12653560,143004777,0F4492-E
12653779,38723145,05X1WG-E
12654028,21627974,0F6TVD-E
12654246,30150185,0BM2P6-E
12654478,156233478,0F6TQT-E
12654711,30152123,0F6TZV-E
12655001,38263464,05PJF0-E
12655232,179160676,000P03-E
12655453,61287088,0B275Z-E
12655454,61287088,0B275Z-E
12655688,48099351,07XDC2-E
12655907,277439398,002DFQ-E
12656110,276814861,0837HH-E
12656334,276814852,002DFQ-E
12656538,316997606,0H67K8-E
12656766,142803355,09WTT3-E
12656767,146653418,09WTT3-E
12656768,142816697,09X9HX-E
12656769,49868664,064TH5-E
12656903,41149715,089JV9-E
12657189,63220749,07L2T6-E
12657447,57277680,006QTZ-E
12657693,52138357,07V3MR-E
12657923,156334271,07V3MR-E
12658138,156213062,091389-E
12658368,32200542,05L2FD-E
12658646,49718879,0GF8SS-E
12658916,52141204,0082F9-E
12659143,34685180,0082F9-E
12659382,63233972,0B9BQG-E
12659586,49808734,0032DK-E
12659834,142999030,09XGB8-E
12659836,142817631,05PK6Y-E
12660060,57774529,05PFSS-E
12660336,49920502,0074LX-E
12660556,156318513,0074LX-E
12660786,273640418,0022V1-E
12661049,52145463,0F7WST-E
12661297,29242324,0F7WST-E
12661545,135613086,07XJ6X-E
12661790,52169167,0F4FWR-E
12662009,41022894,0F4FWR-E
12662228,134280156,07J3DV-E
12662386,49288707,07W3GY-E
12662657,21861810,07W8WQ-E
12662910,156198831,07THRW-E
12663132,52131868,07THRW-E
12663354,37210202,0D96K2-E
12663587,49876943,0DHXC4-E
12663846,138858705,07M5LN-E
12664083,21450713,083ZG3-E
12664364,136206314,05HL8H-E
12664591,56825662,00CKJZ-E
12664818,63217087,0F6TSP-E
12665079,54550954,07VKS0-E
12665339,63222042,0640FV-E
12665575,156313763,0FP0C6-E
12665720,55241075,06RG4C-E
12665721,156356859,07VMYF-E
12665959,134644197,09M92N-E
12666209,63099556,07TDK0-E
12666498,49767028,07RDT2-E
12666747,277852351,05XCDV-E
12666996,51159822,0092DL-E
12667228,156291715,0C8VL9-E
12667466,47216535,07VQHP-E
12667599,47206792,085BSL-E
12667747,140700620,07VQHP-E
12667880,149463753,09Y68T-E
12668138,49860714,09Y68T-E
12668373,156184077,07R97D-E
12668596,59807960,05PKBT-E
12668848,33202660,0896C5-E
12669105,52164723,000P9Y-E
12669235,156257315,0896C5-E
12669248,45827369,000P03-E
12669472,19891938,0BHJWT-E
12669570,29302667,0F4JFX-E
12669798,52152943,0F4JFX-E
12670026,142949680,09T7PF-E
12670027,156254795,09T7PF-E
12670265,37831128,0B084B-E
12670520,35671192,05GCLY-E
12670746,63225226,06GP8N-E
12671032,280294567,05PJL2-E
12671081,31784440,0F6VFM-E
12671301,52164559,0F6VFM-E
12671521,156271682,093DRZ-E
12671734,156203448,0GTPST-E
12671982,142844307,0B2CLZ-E
12672016,52182950,0BPZC7-E
12672238,156322969,07WB2B-E
12672488,138029166,0F67MN-E
12672764,142915639,06WR20-E
12672765,142915639,06WR20-E
12672996,178705001,09H3W9-E
12673154,178612652,0917X7-E
12673263,40172251,0918DP-E
12673355,55534542,05ZKLJ-E
12673613,39758235,008L0C-E
12673899,19886762,006GV3-E
12674118,55986880,083BBS-E
12674358,39727524,05LD0C-E
12674581,57274954,05L357-E
12674796,156343973,0881K9-E
12674936,142857720,05LJJJ-E
12675162,275018163,000P9Z-E
12675263,37060748,07XMXR-E
12675493,142828368,09WTT3-E
12675494,146701673,0FX2XG-E
12675638,142840947,08H12G-E
12675910,53356005,089KJ9-E
12675911,57790320,0863P9-E
12675913,282504210,07VRBG-E
12676180,49769016,07W3V9-E
12676440,308831062,07W3V9-E
12676700,39669601,09L9N2-E
12676868,46939628,07XD5B-E
12677127,52156987,00259P-E
12677376,38330679,00259P-E
12677668,41510864,07M0JZ-E
12677780,49801282,008ZJM-E
12678009,34045903,05S9TS-E
12678161,49720069,05S9TS-E
12678313,156188135,0BKL7G-E
12678607,35414384,07W72H-E
12678834,21625414,083Z11-E
12679080,30112350,068FV6-E
12679338,49290497,0F6TQZ-E
12679597,136428745,0D9GS2-E
12679842,41706830,05PJM5-E
12680115,49002427,08835R-E
12680116,142910843,0B2CLZ-E
12680117,53751489,07W527-E
12680376,142853446,0F6TTG-E
12680629,55241163,0F7N04-E
12680861,139041712,0BNNWL-E
12681121,63222735,0DZ3CG-E
12681274,142934882,0B2CLZ-E
12681275,146436002,0939RX-E
12681553,35290628,0FWSKQ-E
12681833,46596816,07XL0S-E
12682108,142852941,0H1XNY-E
12682111,156254794,08FZ0B-E
12682387,156201941,073N8T-E
12682602,156056372,078D7Q-E
12682883,170601131,0C39L3-E
12682884,52149851,07PBDW-E
12683116,140134704,07R7P5-E
12683383,138307392,07W59R-E
12683673,156257579,05LD0C-E
12683927,52150676,05LD0C-E
12684150,50186740,0831C5-E
12684418,295669142,06SN44-E
12684428,156257236,07VTF1-E
12684715,156282526,05PL24-E
12684932,35484206,0F37T8-E
12685045,139249083,0603PM-E
12685273,49866226,07XKB4-E
12685543,276635619,07XKB4-E
12685813,156191952,088MRD-E
12686052,42241360,0896BM-E
12686275,49852742,05PJM5-E
12686547,50100618,07PBRD-E
12686820,61163760,079PWH-E
12686822,35609674,0F5LSZ-E
12687084,156323836,08XZPS-E
12687315,34964594,06P869-E
12687543,156355522,06P869-E
12687790,56124637,07R7FH-E
12687841,51816800,0082F9-E
12688063,49910754,05PH5D-E
12688311,156216704,0F63K7-E
12688539,153625559,07W9DP-E
12688776,57278819,07V1N9-E
12689041,156262765,0FQ53G-E
12689319,21036740,006XR5-E
12689562,139122037,06T596-E
12689802,20050600,06T596-E
12690047,144436099,006XR5-E
12690302,156373452,07TPKJ-E
12690579,47184678,05X7C6-E
12690802,52148434,09PWZF-E
12691073,32964725,09PWZF-E
12691346,52180326,07QC8N-E
12691596,156346671,000P03-E
12691849,19763286,07V1YQ-E
12692094,156215434,0BGZK0-E
12692376,49801968,07XF0M-E
12692648,46807244,0F4J2T-E
12692867,146884946,05ZWYL-E
12692868,49001115,000P03-E
12693119,49880300,0BXKRP-E
12693394,156302473,0BXKRP-E
12693635,52139114,0FF0B9-E
12693790,40653449,083L54-E
12694046,178389143,0HJW0K-E
12694322,142849303,05PFJX-E
12694375,23427941,07CY9H-E
12694665,156347904,06N56C-E
12694903,140214645,09G8CZ-E
12695148,21423860,05G21Z-E
12695370,52138112,0B3NCS-E
12695597,30099532,0B3NCS-E
12695824,156204712,07QDJX-E
12696079,33681554,088776-E
12696283,135880060,085W17-E
12696590,36543519,000NYQ-E
12696820,142818683,003J5N-E
12696979,55959278,07Q5Y7-E
12697213,32946209,0093N4-E
12697481,143001018,06W2BW-E
12697483,49866594,0BZFXC-E
12697484,49866594,0BZFXC-E
12697727,142819730,0B1B63-E
12698035,146424097,09V2BM-E
12698286,53067221,0CBV4W-E
12698521,146745853,05LHDM-E
12698600,152150954,0DHBZV-E
12698601,134286038,0F49WX-E
12698820,134777689,0F49WX-E
12699072,57490661,0883KG-E
12699357,47186758,0832SQ-E
12699620,156358708,0883KG-E
12699836,49529751,07XQDH-E
12700096,253877775,05PGJT-E
12700314,38242103,05NJDM-E
12700557,146973296,08HZKN-E
12700811,312999602,0HGTC0-E
12701052,313011173,0F9K8F-E
12701356,21800946,000P03-E
12701573,35232200,06G45W-E
12701799,49000854,0B7SCS-E
12701935,302054005,0B7SCS-E
12702071,156265616,0837VF-E
12702315,63204432,0837VF-E
12702598,46744865,0837VF-E
12702855,38053987,088JDR-E
12703084,323031587,07W9DP-E
12703319,52183242,09DLZD-E
12703572,29761572,09DLZD-E
12703817,178524049,0022Q8-E
12704068,146447556,07QR2B-E
12704251,33043989,002QV3-E
12704502,52167746,002QV3-E
12704774,156181486,05G656-E
12705052,30060001,07VKBV-E
12705278,52159991,07VKBV-E
12705504,141277405,06L5WQ-E
12705588,35484125,0F4Z46-E
12705813,156229419,05L3DR-E
12706034,312007799,07R92P-E
12706171,63218601,07W536-E
12706432,56285627,09K2GK-E
12706545,156221875,06Z9X8-E
12706765,156193036,006NLH-E
12706986,34710956,0F2Y3P-E
12707216,34402800,07LCNK-E
12707467,142876873,09WHX5-E
12707591,134514519,07QSNH-E
12707850,178496413,000P03-E
12708058,178784886,07QCHP-E
12708315,49773963,0DCXTV-E
12708566,49773439,0015FQ-E
12708567,142571773,0C8B9V-E
12708687,125968763,06RNXF-E
12708688,47219347,07PP5W-E
12708800,29232753,07VKT8-E
12709039,24014826,06RNXF-E
12709040,156369363,0DQVJZ-E
12709196,156376856,0999Y5-E
12709459,156376864,0F5BD5-E
12709706,156346991,05PDPR-E
12709938,21627689,0B0M34-E
12710170,142804643,09VM1C-E
12710175,49890137,05PFSC-E
12710427,156254815,08TY1H-E
12710691,52128841,06L2ZZ-E
12710943,34431152,06L2ZZ-E
12711161,155116629,05LD0C-E
12711384,51921000,08CKMB-E
12711632,156235960,0F5B1M-E
12711852,142966094,09WTT3-E
12711853,24714461,0C336T-E
12712011,49270419,07XK9Z-E
12712226,55245926,07QCSV-E
12712437,146654593,000P03-E
12712690,49853649,0B0GTJ-E
12712691,156215144,002KN6-E
12712692,29658430,083Z11-E
12712711,36409782,07V1CD-E
12712954,156304786,0F7XH1-E
12713196,56397433,083MRL-E
12713408,156199414,0F6VM0-E
12713638,178697913,07R97D-E
12713956,156239819,0F2YFF-E
12714265,47823720,0839ZQ-E
12714402,48999352,00283Y-E
12714632,36646530,083KCT-E
12714753,281763760,00283Y-E
12714982,49860505,07PBTD-E
12715203,40757696,0DGYZW-E
12715442,35594585,083ZCY-E
12715702,29439670,07TJYJ-E
12715932,52133250,07TJYJ-E
12716185,34460167,07PW74-E
12716401,46591552,05PG1F-E
12716623,46753220,07J1TF-E
12716933,27798607,07W527-E
12717202,142897979,09T71S-E
12717203,142839066,0B2CLZ-E
